kingdom,superclass,class,subclass,direct_parent,reasoning,confidence,substance_name,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens
Organic compounds,Organosulfur compounds,Organic sulfonic acids and derivatives,Sulfonic acid esters,Organosulfonic acid esters,"This compound is a methanesulfonate (mesylate) ester of a tropane alcohol (8-methyl-8-azabicyclo[3.2.1]octan-3-ol), making it a sulfonic acid ester of an organosulfur compound. The methanesulfonate group (-OS(=O)(=O)CH3) classifies it as an organosulfonic acid ester.",high,(3-endo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl methanesulfonate,339,0,16760,186
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Trialkylamines,"Trimethylamine is a tertiary amine with three methyl groups attached to a nitrogen atom, making it a trialkylamine. The '... %' suffix suggests a solution or mixture, but the core compound is trimethylamine.",high,tri-methylamine ... %,310,0,16760,139
Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Enynes,Enynes,"Oct-1-yne is a straight-chain 8-carbon hydrocarbon with a terminal triple bond (alkyne), making it an unsaturated hydrocarbon. It contains no heteroatoms or other functional groups, and the alkyne functional group places it in the Enynes category under unsaturated hydrocarbons.",medium,Oct-1-yne,310,0,16760,140
Organic compounds,Organophosphorus compounds,Organic phosphines and derivatives,Trialkylphosphites,Trialkylphosphites,"Tris(methylphenyl) phosphite is a phosphorous acid triester where three cresyl (methylphenyl) groups are esterified to phosphorus(III), making it a triaryl phosphite. The closest matching ChemOnt label under organophosphorus compounds is Trialkylphosphites, which covers triesters of phosphorous acid.",medium,Tris(methylphenyl) phosphite,315,0,16760,171
Organic compounds,Organoheterocyclic compounds,Azoles,Thiazoles,Thiazoles,"This substance contains a thiazole ring (2-aminothiazol-4-yl group) as the core heterocyclic feature, with a methoxyimino acetic acid side chain and a tritylamine protecting group. The thiazole ring is the most specific classifiable parent structure in ChemOnt.",medium,(Z)-2-Methoxymino-2-(2-(tritylamino)thiazol-4-yl)acetic acid,335,0,16760,153
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Isocyanates,Isocyanates,"1,5-Diisocyanatopentane is a pentane chain with two isocyanate (-N=C=O) functional groups at positions 1 and 5, making it a diisocyanate compound classified under isocyanates. It is an organic nitrogen-containing compound.",high,"1,5-Diisocyanatopentane",317,0,16760,133
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Acetals,Acetals,"This molecule contains a cyclohexenol scaffold with a tertiary alcohol and a but-1-yn-1-yl substituent bearing an ethoxyethoxy (acetal) group. The defining functional group is the acetal (1-ethoxyethoxy), making 'Acetals' the most specific applicable direct parent.",medium,1-(3-(1-ethoxyethoxy)but-1-yn-1-yl)-6-isopropyl-3-methylcyclohex-2-enol,346,0,16760,152
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,"This substance is (2R)-2-(2-chlorophenyl)-2-hydroxyethanoic acid, a mandelic acid derivative bearing a chlorine substituent on the ortho position of the phenyl ring. It contains a carboxylic acid group with a hydroxyl group on the alpha carbon, classifying it as an alpha hydroxy acid.",high,(2R)-2-(2-chlorophenyl)-2-hydroxyethanoic acid,324,0,16760,147
Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Methylpyridines,Methylpyridines,"2-Methylpyridine (alpha-picoline) is a pyridine ring with a methyl substituent at the 2-position, placing it squarely in the pyridines and derivatives class and the methylpyridines subclass/direct parent.",high,2-methylpyridine,311,0,16760,119
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,"Octadecan-1-ol (stearyl alcohol) is a straight-chain C18 primary alcohol, classifying it as a long-chain fatty alcohol within the lipid kingdom. It has no carbonyl group, making it a fatty alcohol rather than a fatty acid.",high,Octadecan-1-ol,312,0,16760,130
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid esters,Carboxylic acid esters,"This substance is an ethyl ester of a butanoic acid derivative bearing a methylsulfonyloxy (mesylate) group at the alpha position and a phenyl substituent, making it primarily a carboxylic acid ester. The core functional group classification places it as a carboxylic acid ester within the organic acids and derivatives hierarchy.",medium,"Benzenebutanoic acid, a-[(methylsulfonyl)oxy]-, ethyl ester, (R)-",333,0,16760,168
Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines,"Both components are toluenediamine derivatives bearing methylthio substituents on a benzene ring, making them substituted anilines (aromatic amines). The mixture consists of two regioisomers of 2,4- and 2,6-diaminotoluene with dimethylthio groups, which are best classified as substituted anilines.",medium,"A mixture of: 3,5-dimethylthio-2,4-toluenediamine; 3,5-dimethylthio-2,6-toluenediamine",349,0,16760,179
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,"Butanone (methyl ethyl ketone, CH3COCH2CH3) is a simple aliphatic ketone containing a carbonyl group flanked by two carbon substituents. It belongs to the ketone subclass of carbonyl compounds within organooxygen compounds.",high,Butanone,308,0,16760,124
Organic compounds,Organophosphorus compounds,Organic phosphines and derivatives,Tetraalkylphosphonium compounds,Tetraalkylphosphonium compounds,"Benzyltriphenylphosphonium chloride contains a quaternary phosphonium center bonded to a benzyl group and three phenyl groups, making it a tetraalkylphosphonium salt (with aryl substituents broadly fitting the tetrasubstituted phosphonium category). The chloride counterion makes it a phosphonium salt under the organophosphorus compounds superclass.",high,Benzyltriphenylphosphonium chloride,317,0,16760,182
Organic compounds,Hydrocarbons,Saturated hydrocarbons,Branched alkanes,Branched alkanes,"3,3-bis(methoxymethyl)-2,6-dimethylheptane contains methoxymethyl groups (ether-containing), but the core structure is a branched alkane. However, the methoxy groups make it an ether derivative, not a pure hydrocarbon. Reconsidering: this molecule contains ether linkages (C-O-C from methoxymethyl groups), so it falls under hydrocarbon derivatives as an organic oxygen compound, specifically a dialkyl ether.",medium,"3,3-bis(methoxymethyl)-2,6-dimethylheptane",326,0,16760,182
Organic compounds,Organoheterocyclic compounds,Oxathiolanes,NA,Oxathiolanes,"The compound is a spiro compound containing a 1,3-oxathiolane ring (five-membered ring with one oxygen and one sulfur) fused to a bicyclic azabicyclo[2.2.2]octane scaffold. The most specific applicable ChemOnt label is Oxathiolanes, which describes the key heterocyclic ring system present.",medium,"2'-methylspiro[4-azabicyclo[2.2.2]octane-2,5'-[1,3]oxathiolane]",341,0,16760,165
Organic compounds,Phenylpropanoids and polyketides,Flavonoids,NA,Phthalic anhydrides,"Benzophenone-3,3':4,4'-tetracarboxylic dianhydride contains two phthalic anhydride moieties connected via a carbonyl (benzophenone) bridge, making phthalic anhydrides the most specific applicable direct parent. It is an organic compound with benzenoid rings bearing anhydride functional groups.",medium,"Benzophenone-3,3':4,4'-tetracarboxylic dianhydride",328,0,16760,167
Organic compounds,Benzenoids,Benzene and substituted derivatives,Catechols,Catechols,"4-tert-butylcatechol is a benzene ring bearing two adjacent hydroxyl groups (catechol moiety) and a tert-butyl substituent, making it a catechol derivative. Catechols are benzenediols with ortho hydroxyl substitution, fitting within the benzene and substituted derivatives class.",high,4-tert-butylcatechol,315,0,16760,128
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Phenoxyacetic acid derivatives,"MCPB (4-(4-chloro-2-methylphenoxy)butanoic acid) is an aryloxy carboxylic acid herbicide where a chloromethylphenoxy group is linked to a butyric acid chain, making it structurally related to phenoxyacetic acid derivatives (phenoxyalkanoic acids). It contains a chlorinated phenoxy group attached to a carboxylic acid via a butanoic acid chain.",medium,MCPB,308,0,16760,195
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid salts,Organic metal salts,"Zinc distearate is the zinc salt of stearic acid (octadecanoic acid), formed by the reaction of zinc with two stearate (fatty acid carboxylate) anions, making it an organic metal salt under carboxylic acid salts. It is an organometallic-like salt where zinc coordinates with two long-chain fatty acid carboxylate groups.",high,Zinc distearate,309,0,16760,157
Organic compounds,Hydrocarbon derivatives,Organohalogen compounds,Organochlorides,Benzyl chlorides,"1-(chlorophenylmethyl)-2-methylbenzene contains a benzyl chloride moiety (chlorine attached to a benzylic carbon connecting two aromatic rings), making it an organochloride best classified as a benzyl chloride. The compound is a diarylmethyl chloride where one ring bears a methyl substituent.",high,1-(chlorophenylmethyl)-2-methylbenzene,320,0,16760,162
Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Sulfonic acids and derivatives,Organosulfonic acids,"2-Acrylamido-2-methylpropanesulfonic acid (AMPS) contains a sulfonic acid group (-SO3H) attached to an organic carbon framework, classifying it as an organosulfonic acid. It also bears an acrylamide moiety, but the sulfonic acid group is the most characteristic functional group for ChemOnt classification.",high,2-acrylamido-2-methylpropanesulphonic acid,321,0,16760,168
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Acyl halides,Acyl bromides,"Propionyl bromide (CH3CH2COBr) is a three-carbon acyl halide where the carbonyl group is bonded to a bromine atom, classifying it as an acyl bromide. Acyl bromides are a subclass of acyl halides, which fall under carboxylic acid derivatives.",high,Propionyl bromide,310,0,16760,142
Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organic sulfonic acids and derivatives,Benzenesulfonate esters,"This substance is a disodium salt of a triphenylmethane-derived compound with three sulfonated phenylamine groups attached to a central carbocation-like methine framework, making it a sulfonated aromatic compound. The dominant functional groups are arylsulfonate salts (benzenesulfonate/sulfonatophenyl groups), classifying it best under organic sulfonic acids and derivatives with benzenesulfonate as the direct parent.",medium,"Disodium [[4-[bis[4-[(sulphonatophenyl)amino]phenyl]methylene]cyclohexa-2,5-dien-1-ylidene]amino]benzenesulphonate",359,0,16760,189
Organic compounds,Organoheterocyclic compounds,Azolidines,Imidazolidines,Hydantoins,"1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione is a hydantoin (imidazolidine-2,4-dione) core with hydroxymethyl substituents on both nitrogens and two methyl groups at C5, placing it directly in the hydantoin class within the imidazolidine subclass of azolidines.",high,"1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione",335,0,16760,157
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,"Sebacic acid diisooctyl ester is a diester formed from sebacic acid (a C10 dicarboxylic acid) and isooctanol. As a dicarboxylic acid ester with long aliphatic chains, it fits within the fatty acid esters category under lipids and lipid-like molecules.",medium,"sebacic acid, diisooctyl ester",316,0,16760,164
Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalate esters,"Dimethoxyethyl phthalate is a diester of phthalic acid (1,2-benzenedicarboxylic acid) with 2-methoxyethanol, making it a phthalate ester — a subclass of benzoic acid derivatives within benzenoids. The direct parent 'p-Phthalate esters' is not listed but 'm-Phthalate esters' and 'p-Phthalate esters' are; however, the most fitting available label is not exact, so the best match among listed labels is 'Benzoic acids and derivatives' at subclass with direct_parent null since 'Phthalate esters' itself is not in the list.",medium,dimethoxyethylphthalate,314,0,16760,257
Organic compounds,Organosulfur compounds,Thiophenes,Thiophene carboxylic acids and derivatives,Thiophene carboxamides,"Silthiofam contains a thiophene ring with a carboxamide group at position 3, making it a thiophene carboxamide derivative. The trimethylsilyl group and allyl substituents are additional features but the core classification is driven by the thiophene carboxamide scaffold.",high,"silthiofam (ISO); N-allyl-4,5-dimethyl-2-(trimethylsilyl)thiophene-3-carboxamide",343,0,16760,131
Organic compounds,Organophosphorus compounds,Organic thiophosphoric acids and derivatives,Organic thiophosphoric acids and derivatives,Phenyl phenylphosphonothioates,"EPN (O-ethyl O-4-nitrophenyl phenylphosphonothioate) is an organophosphorus compound featuring a phenylphosphonothioate core with an ethyl ester and a 4-nitrophenyl ester, classifying it as a phenyl phenylphosphonothioate within the organic thiophosphoric acids and derivatives class.",high,O-ethyl O-4-nitrophenyl phenylphosphonothioate; EPN,327,0,16760,185
